"state_code";"state";"state_short";"municipality_code";"municipality";"municipality_noaccents";"region";"municipality_short";"state_municipality_short";"subreg";"id_region";"subregion"
"68";"SANTANDER";"SAN";"68895";"ZAPATOCA";"ZAPATOCA";"Northeast";"ZAP";"SAN_ZAP";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"54";"NORTE DE SANTANDER";"NTS";"54125";"CÁCOTA";"CACOTA";"Northeast";"CAC";"NTS_CAC";"SUROCCIDENTE DE NORTE DE SANTANDER";"II";"II - SUROCCIDENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54174";"CHITAGÁ";"CHITAGA";"Northeast";"CHI";"NTS_CHI";"SUROCCIDENTE DE NORTE DE SANTANDER";"II";"II - SUROCCIDENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54480";"MUTISCUA";"MUTISCUA";"Northeast";"MUT";"NTS_MUT";"SUROCCIDENTE DE NORTE DE SANTANDER";"II";"II - SUROCCIDENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54518";"PAMPLONA";"PAMPLONA";"Northeast";"PAM";"NTS_PAM";"SUROCCIDENTE DE NORTE DE SANTANDER";"II";"II - SUROCCIDENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54520";"PAMPLONITA";"PAMPLONITA";"Northeast";"PAM";"NTS_PAM";"SUROCCIDENTE DE NORTE DE SANTANDER";"II";"II - SUROCCIDENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54743";"SILOS";"SILOS";"Northeast";"SIL";"NTS_SIL";"SUROCCIDENTE DE NORTE DE SANTANDER";"II";"II - SUROCCIDENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54099";"BOCHALEMA";"BOCHALEMA";"Northeast";"BOC";"NTS_BOC";"SURORIENTE DE NORTE DE SANTANDER";"II";"II - SURORIENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54172";"CHINÁCOTA";"CHINACOTA";"Northeast";"CHI";"NTS_CHI";"SURORIENTE DE NORTE DE SANTANDER";"II";"II - SURORIENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54347";"HERRÁN";"HERRAN";"Northeast";"HER";"NTS_HER";"SURORIENTE DE NORTE DE SANTANDER";"II";"II - SURORIENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54377";"LABATECA";"LABATECA";"Northeast";"LAB";"NTS_LAB";"SURORIENTE DE NORTE DE SANTANDER";"II";"II - SURORIENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54599";"RAGONVALIA";"RAGONVALIA";"Northeast";"RAG";"NTS_RAG";"SURORIENTE DE NORTE DE SANTANDER";"II";"II - SURORIENTE DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54820";"TOLEDO";"TOLEDO";"Northeast";"TOL";"NTS_TOL";"SURORIENTE DE NORTE DE SANTANDER";"II";"II - SURORIENTE DE NORTE DE SANTANDER"
"15";"BOYACÁ";"BOY";"15092";"BETÉITIVA";"BETEITIVA";"Northeast";"BET";"BOY_BET";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15114";"BUSBANZÁ";"BUSBANZA";"Northeast";"BUS";"BOY_BUS";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15162";"CERINZA";"CERINZA";"Northeast";"CER";"BOY_CER";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15189";"CIÉNEGA";"CIENEGA";"Northeast";"CIE";"BOY_CIE";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15224";"CUCAITA";"CUCAITA";"Northeast";"CUC";"BOY_CUC";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15293";"GACHANTIVÁ";"GACHANTIVA";"Northeast";"GAC";"BOY_GAC";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15466";"MONGUÍ";"MONGUI";"Northeast";"MON";"BOY_MON";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15476";"MOTAVITA";"MOTAVITA";"Northeast";"MOT";"BOY_MOT";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15621";"RONDÓN";"RONDON";"Northeast";"RON";"BOY_RON";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15638";"SÁCHICA";"SACHICA";"Northeast";"SAC";"BOY_SAC";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15676";"SAN MIGUEL DE SEMA";"SAN MIGUEL DE SEMA";"Northeast";"SMS";"BOY_SMS";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15723";"SATIVASUR";"SATIVASUR";"Northeast";"SAT";"BOY_SAT";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15764";"SORACÁ";"SORACA";"Northeast";"SOR";"BOY_SOR";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15808";"TINJACÁ";"TINJACA";"Northeast";"TIN";"BOY_TIN";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15820";"TÓPAGA";"TOPAGA";"Northeast";"TOP";"BOY_TOP";NA;"II";"II - NA"
"15";"BOYACÁ";"BOY";"15879";"VIRACACHÁ";"VIRACACHA";"Northeast";"VIR";"BOY_VIR";NA;"II";"II - NA"
"68";"SANTANDER";"SAN";"68872";"VILLANUEVA";"VILLANUEVA";"Northeast";"VIL";"SAN_VIL";NA;"II";"II - NA"
"50";"META";"MET";"50325";"MAPIRIPÁN";"MAPIRIPAN";"Orinoquía";"MAP";"MET_MAP";"ALTILLANURA";"III";"III - ALTILLANURA"
"50";"META";"MET";"50568";"PUERTO GAITÁN";"PUERTO GAITAN";"Orinoquía";"PG";"MET_PG";"ALTILLANURA";"III";"III - ALTILLANURA"
"50";"META";"MET";"50573";"PUERTO LÓPEZ";"PUERTO LOPEZ";"Orinoquía";"PL";"MET_PL";"ALTILLANURA";"III";"III - ALTILLANURA"
"99";"VICHADA";"VIC";"99001";"PUERTO CARREÑO";"PUERTO CARRENO";"Orinoquía";"PC";"VIC_PC";"ALTILLANURA";"III";"III - ALTILLANURA"
"99";"VICHADA";"VIC";"99524";"LA PRIMAVERA";"LA PRIMAVERA";"Orinoquía";"LP";"VIC_LP";"ALTILLANURA";"III";"III - ALTILLANURA"
"99";"VICHADA";"VIC";"99624";"SANTA ROSALÍA";"SANTA ROSALIA";"Orinoquía";"SR";"VIC_SR";"ALTILLANURA";"III";"III - ALTILLANURA"
"99";"VICHADA";"VIC";"99773";"CUMARIBO";"CUMARIBO";"Orinoquía";"CUM";"VIC_CUM";"ALTILLANURA";"III";"III - ALTILLANURA"
"50";"META";"MET";"50251";"EL CASTILLO";"EL CASTILLO";"Orinoquía";"EC";"MET_EC";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50270";"EL DORADO";"EL DORADO";"Orinoquía";"ED";"MET_ED";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50287";"FUENTE DE ORO";"FUENTE DE ORO";"Orinoquía";"FO";"MET_FO";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50313";"GRANADA";"GRANADA";"Orinoquía";"GRA";"MET_GRA";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50330";"MESETAS";"MESETAS";"Orinoquía";"MES";"MET_MES";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50350";"LA MACARENA";"LA MACARENA";"Orinoquía";"LM";"MET_LM";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50370";"URIBE";"URIBE";"Orinoquía";"URI";"MET_URI";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50400";"LEJANÍAS";"LEJANIAS";"Orinoquía";"LEJ";"MET_LEJ";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50450";"PUERTO CONCORDIA";"PUERTO CONCORDIA";"Orinoquía";"PC";"MET_PC";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50577";"PUERTO LLERAS";"PUERTO LLERAS";"Orinoquía";"PL";"MET_PL";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50590";"PUERTO RICO";"PUERTO RICO";"Orinoquía";"PR";"MET_PR";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50683";"SAN JUAN DE ARAMA";"SAN JUAN DE ARAMA";"Orinoquía";"SJA";"MET_SJA";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"50";"META";"MET";"50711";"VISTAHERMOSA";"VISTAHERMOSA";"Orinoquía";"VIS";"MET_VIS";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"95";"GUAVIARE";"GNA";"95001";"SAN JOSÉ DEL GUAVIARE";"SAN JOSE DEL GUAVIARE";"Orinoquía";"SJG";"GNA_SJG";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"95";"GUAVIARE";"GNA";"95015";"CALAMAR";"CALAMAR";"Orinoquía";"CAL";"GNA_CAL";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"95";"GUAVIARE";"GNA";"95025";"EL RETORNO";"EL RETORNO";"Orinoquía";"ER";"GNA_ER";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"95";"GUAVIARE";"GNA";"95200";"MIRAFLORES";"MIRAFLORES";"Orinoquía";"MIR";"GNA_MIR";"ARIARI GUAYABERO";"III";"III - ARIARI GUAYABERO"
"85";"CASANARE";"CAS";"85125";"HATO COROZAL";"HATO COROZAL";"Orinoquía";"HC";"CAS_HC";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"85";"CASANARE";"CAS";"85139";"MANÍ";"MANI";"Orinoquía";"MAN";"CAS_MAN";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"85";"CASANARE";"CAS";"85230";"OROCUÉ";"OROCUE";"Orinoquía";"ORO";"CAS_ORO";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"85";"CASANARE";"CAS";"85250";"PAZ DE ARIPORO";"PAZ DE ARIPORO";"Orinoquía";"PA";"CAS_PA";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"85";"CASANARE";"CAS";"85263";"PORE";"PORE";"Orinoquía";"POR";"CAS_POR";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"85";"CASANARE";"CAS";"85325";"SAN LUIS DE PALENQUE";"SAN LUIS DE PALENQUE";"Orinoquía";"SLP";"CAS_SLP";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"85";"CASANARE";"CAS";"85430";"TRINIDAD";"TRINIDAD";"Orinoquía";"TRI";"CAS_TRI";"LLANOS ORIENTALES";"III";"III - LLANOS ORIENTALES"
"50";"META";"MET";"50001";"VILLAVICENCIO";"VILLAVICENCIO";"Orinoquía";"VIL";"MET_VIL";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50006";"ACACÍAS";"ACACIAS";"Orinoquía";"ACA";"MET_ACA";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50110";"BARRANCA DE UPÍA";"BARRANCA DE UPIA";"Orinoquía";"BU";"MET_BU";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50124";"CABUYARO";"CABUYARO";"Orinoquía";"CAB";"MET_CAB";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50150";"CASTILLA LA NUEVA";"CASTILLA LA NUEVA";"Orinoquía";"CLN";"MET_CLN";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50223";"CUBARRAL";"CUBARRAL";"Orinoquía";"CUB";"MET_CUB";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50226";"CUMARAL";"CUMARAL";"Orinoquía";"CUM";"MET_CUM";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50245";"EL CALVARIO";"EL CALVARIO";"Orinoquía";"EC";"MET_EC";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50318";"GUAMAL";"GUAMAL";"Orinoquía";"GUA";"MET_GUA";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50606";"RESTREPO";"RESTREPO";"Orinoquía";"RES";"MET_RES";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50680";"SAN CARLOS DE GUAROA";"SAN CARLOS DE GUAROA";"Orinoquía";"SCG";"MET_SCG";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50686";"SAN JUANITO";"SAN JUANITO";"Orinoquía";"SJ";"MET_SJ";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"50";"META";"MET";"50689";"SAN MARTÍN";"SAN MARTIN";"Orinoquía";"SM";"MET_SM";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85001";"YOPAL";"YOPAL";"Orinoquía";"YOP";"CAS_YOP";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85010";"AGUAZUL";"AGUAZUL";"Orinoquía";"AGU";"CAS_AGU";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85015";"CHÁMEZA";"CHAMEZA";"Orinoquía";"CHA";"CAS_CHA";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85136";"LA SALINA";"LA SALINA";"Orinoquía";"LS";"CAS_LS";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85162";"MONTERREY";"MONTERREY";"Orinoquía";"MON";"CAS_MON";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85225";"NUNCHÍA";"NUNCHIA";"Orinoquía";"NUN";"CAS_NUN";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85279";"RECETOR";"RECETOR";"Orinoquía";"REC";"CAS_REC";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85300";"SABANALARGA";"SABANALARGA";"Orinoquía";"SAB";"CAS_SAB";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85315";"SÁCAMA";"SACAMA";"Orinoquía";"SAC";"CAS_SAC";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85400";"TÁMARA";"TAMARA";"Orinoquía";"TAM";"CAS_TAM";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85410";"TAURAMENA";"TAURAMENA";"Orinoquía";"TAU";"CAS_TAU";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"85";"CASANARE";"CAS";"85440";"VILLANUEVA";"VILLANUEVA";"Orinoquía";"VIL";"CAS_VIL";"PIEDEMONTE LLANERO";"III";"III - PIEDEMONTE LLANERO"
"86";"PUTUMAYO";"PUT";"86219";"COLÓN";"COLON";"Amazon";"COL";"PUT_COL";"ALTO PUTUMAYO";"IV";"IV - ALTO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86749";"SIBUNDOY";"SIBUNDOY";"Amazon";"SIB";"PUT_SIB";"ALTO PUTUMAYO";"IV";"IV - ALTO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86755";"SAN FRANCISCO";"SAN FRANCISCO";"Amazon";"SF";"PUT_SF";"ALTO PUTUMAYO";"IV";"IV - ALTO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86760";"SANTIAGO";"SANTIAGO";"Amazon";"SAN";"PUT_SAN";"ALTO PUTUMAYO";"IV";"IV - ALTO PUTUMAYO"
"18";"CAQUETÁ";"CAQ";"18756";"SOLANO";"SOLANO";"Amazon";"SOL";"CAQ_SOL";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"18";"CAQUETÁ";"CAQ";"18785";"SOLITA";"SOLITA";"Amazon";"SOL";"CAQ_SOL";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91001";"LETICIA";"LETICIA";"Amazon";"LET";"AMA_LET";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91263";"EL ENCANTO";"EL ENCANTO";"Amazon";"EE";"AMA_EE";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91405";"LA CHORRERA";"LA CHORRERA";"Amazon";"LC";"AMA_LC";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91407";"LA PEDRERA";"LA PEDRERA";"Amazon";"LP";"AMA_LP";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91430";"LA VICTORIA";"LA VICTORIA";"Amazon";"LV";"AMA_LV";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91530";"PUERTO ALEGRÍA";"PUERTO ALEGRIA";"Amazon";"PA";"AMA_PA";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91536";"PUERTO ARICA";"PUERTO ARICA";"Amazon";"PA";"AMA_PA";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91669";"PUERTO SANTANDER";"PUERTO SANTANDER";"Amazon";"PS";"AMA_PS";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"91";"AMAZONAS";"AMA";"91798";"TARAPACÁ";"TARAPACA";"Amazon";"TAR";"AMA_TAR";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"94";"GUAINÍA";"GVE";"94001";"INÍRIDA";"INIRIDA";"Amazon";"INI";"GVE_INI";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"94";"GUAINÍA";"GVE";"94343";"BARRANCOMINAS";"BARRANCOMINAS";"Amazon";"BAR";"GVE_BAR";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"94";"GUAINÍA";"GVE";"94883";"SAN FELIPE";"SAN FELIPE";"Amazon";"SF";"GVE_SF";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"94";"GUAINÍA";"GVE";"94888";"MORICHAL";"MORICHAL";"Amazon";"MOR";"GVE_MOR";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"97";"VAUPÉS";"VAU";"97001";"MITÚ";"MITU";"Amazon";"MIT";"VAU_MIT";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"97";"VAUPÉS";"VAU";"97161";"CARURÚ";"CARURU";"Amazon";"CAR";"VAU_CAR";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"97";"VAUPÉS";"VAU";"97511";"PACOA";"PACOA";"Amazon";"PAC";"VAU_PAC";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"97";"VAUPÉS";"VAU";"97666";"TARAIRA";"TARAIRA";"Amazon";"TAR";"VAU_TAR";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"97";"VAUPÉS";"VAU";"97889";"YAVARATÉ";"YAVARATE";"Amazon";"YAV";"VAU_YAV";"AMAZONIA SUR-ORIENTAL";"IV";"IV - AMAZONIA SUR-ORIENTAL"
"86";"PUTUMAYO";"PUT";"86320";"ORITO";"ORITO";"Amazon";"ORI";"PUT_ORI";"BAJO PUTUMAYO";"IV";"IV - BAJO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86568";"PUERTO ASÍS";"PUERTO ASIS";"Amazon";"PA";"PUT_PA";"BAJO PUTUMAYO";"IV";"IV - BAJO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86569";"PUERTO CAICEDO";"PUERTO CAICEDO";"Amazon";"PC";"PUT_PC";"BAJO PUTUMAYO";"IV";"IV - BAJO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86573";"PUERTO LEGUÍZAMO";"PUERTO LEGUIZAMO";"Amazon";"PL";"PUT_PL";"BAJO PUTUMAYO";"IV";"IV - BAJO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86757";"SAN MIGUEL";"SAN MIGUEL";"Amazon";"SM";"PUT_SM";"BAJO PUTUMAYO";"IV";"IV - BAJO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86865";"VALLE DEL GUAMUEZ";"VALLE DEL GUAMUEZ";"Amazon";"VG";"PUT_VG";"BAJO PUTUMAYO";"IV";"IV - BAJO PUTUMAYO"
"18";"CAQUETÁ";"CAQ";"18150";"CARTAGENA DEL CHAIRÁ";"CARTAGENA DEL CHAIRA";"Amazon";"CC";"CAQ_CC";"CAGUAN";"IV";"IV - CAGUAN"
"18";"CAQUETÁ";"CAQ";"18592";"PUERTO RICO";"PUERTO RICO";"Amazon";"PR";"CAQ_PR";"CAGUAN";"IV";"IV - CAGUAN"
"18";"CAQUETÁ";"CAQ";"18753";"SAN VICENTE DEL CAGUÁN";"SAN VICENTE DEL CAGUAN";"Amazon";"SVC";"CAQ_SVC";"CAGUAN";"IV";"IV - CAGUAN"
"18";"CAQUETÁ";"CAQ";"18001";"FLORENCIA";"FLORENCIA";"Amazon";"FLO";"CAQ_FLO";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18029";"ALBANIA";"ALBANIA";"Amazon";"ALB";"CAQ_ALB";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18094";"BELÉN DE LOS ANDAQUÍES";"BELEN DE LOS ANDAQUIES";"Amazon";"BA";"CAQ_BA";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18205";"CURILLO";"CURILLO";"Amazon";"CUR";"CAQ_CUR";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18247";"EL DONCELLO";"EL DONCELLO";"Amazon";"ED";"CAQ_ED";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18256";"EL PAUJÍL";"EL PAUJIL";"Amazon";"EP";"CAQ_EP";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18410";"LA MONTAÑITA";"LA MONTANITA";"Amazon";"LM";"CAQ_LM";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18460";"MILÁN";"MILAN";"Amazon";"MIL";"CAQ_MIL";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18479";"MORELIA";"MORELIA";"Amazon";"MOR";"CAQ_MOR";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18610";"SAN JOSÉ DEL FRAGUA";"SAN JOSE DEL FRAGUA";"Amazon";"SJF";"CAQ_SJF";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"18";"CAQUETÁ";"CAQ";"18860";"VALPARAÍSO";"VALPARAISO";"Amazon";"VAL";"CAQ_VAL";"FLORENCIA Y AREA DE INFLUENCIA";"IV";"IV - FLORENCIA Y AREA DE INFLUENCIA"
"86";"PUTUMAYO";"PUT";"86001";"MOCOA";"MOCOA";"Amazon";"MOC";"PUT_MOC";"MEDIO PUTUMAYO";"IV";"IV - MEDIO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86571";"PUERTO GUZMÁN";"PUERTO GUZMAN";"Amazon";"PG";"PUT_PG";"MEDIO PUTUMAYO";"IV";"IV - MEDIO PUTUMAYO"
"86";"PUTUMAYO";"PUT";"86885";"VILLAGARZÓN";"VILLAGARZON";"Amazon";"VIL";"PUT_VIL";"MEDIO PUTUMAYO";"IV";"IV - MEDIO PUTUMAYO"
"94";"GUAINÍA";"GVE";"94884";"PUERTO COLOMBIA";"PUERTO COLOMBIA";"Amazon";"PC";"GVE_PC";"NORTE DE ATLANTICO";"IV";"IV - NORTE DE ATLANTICO"
"91";"AMAZONAS";"AMA";"91460";"MIRITÍ - PARANÁ";"MIRITI - PARANA";"Amazon";"M-P";"AMA_M-P";NA;"IV";"IV - NA"
"91";"AMAZONAS";"AMA";"91540";"PUERTO NARIÑO";"PUERTO NARINO";"Amazon";"PN";"AMA_PN";NA;"IV";"IV - NA"
"94";"GUAINÍA";"GVE";"94885";"LA GUADALUPE";"LA GUADALUPE";"Amazon";"LG";"GVE_LG";NA;"IV";"IV - NA"
"94";"GUAINÍA";"GVE";"94886";"CACAHUAL";"CACAHUAL";"Amazon";"CAC";"GVE_CAC";NA;"IV";"IV - NA"
"94";"GUAINÍA";"GVE";"94887";"PANA PANA";"PANA PANA";"Amazon";"PP";"GVE_PP";NA;"IV";"IV - NA"
"97";"VAUPÉS";"VAU";"97777";"PAPUNAHUA";"PAPUNAHUA";"Amazon";"PAP";"VAU_PAP";NA;"IV";"IV - NA"
"19";"CAUCA";"CAU";"19318";"GUAPI";"GUAPI";"Pacific";"GUA";"CAU_GUA";"ANDEN PACIFICO SUR";"V";"V - ANDEN PACIFICO SUR"
"19";"CAUCA";"CAU";"19418";"LÓPEZ DE MICAY";"LOPEZ DE MICAY";"Pacific";"LM";"CAU_LM";"ANDEN PACIFICO SUR";"V";"V - ANDEN PACIFICO SUR"
"19";"CAUCA";"CAU";"19809";"TIMBIQUÍ";"TIMBIQUI";"Pacific";"TIM";"CAU_TIM";"ANDEN PACIFICO SUR";"V";"V - ANDEN PACIFICO SUR"
"52";"NARIÑO";"NAR";"52079";"BARBACOAS";"BARBACOAS";"Pacific";"BAR";"NAR_BAR";"ANDEN PACIFICO SUR";"V";"V - ANDEN PACIFICO SUR"
